Customer_ID,Date,Net Cashflow Predicted,Net Cashflow Actual
5,2022-12-01,5178396.0479399115,5006408.638540576
5,2023-01-01,4970791.239517208,4805620.860709587
5,2023-02-01,4845698.259602496,5023171.6455681715
5,2023-03-01,4898869.515593693,4956631.1729952
5,2023-04-01,5095746.529465546,4894201.244341945
5,2023-05-01,5008566.819785246,4813418.102482147
5,2023-06-01,4873035.488463178,4955011.21684326
5,2023-07-01,4957018.643233641,4964467.719560873
5,2023-08-01,5074290.455781965,4939199.2027035635
5,2023-09-01,5002953.269238282,5090624.769248049
5,2023-10-01,4922735.231651894,4897230.115289353
5,2023-11-01,5105262.348083639,4894533.499723695
5,2023-12-01,4878879.215516716,5103438.126162914
6,2020-01-01,4876698.19518981,5048263.971681652
6,2020-02-01,4808550.320984483,4889881.620806641
6,2020-03-01,5134160.86274867,5028528.533003102
6,2020-04-01,5198174.537128611,4838145.104359734
6,2020-05-01,5153113.337384181,5181528.920280806
6,2020-06-01,5019078.122780413,5077315.797293605
6,2020-07-01,4871794.483214021,5013370.455751923
6,2020-08-01,4995812.833381758,5064541.186829286
6,2020-09-01,4990841.426772536,4931345.502705432
6,2020-10-01,5024312.59979683,4925628.812659819
6,2020-11-01,4900014.369604233,5027318.015803199
6,2020-12-01,4904450.2794115115,5146262.142694816
6,2021-01-01,5082388.341645019,5011770.381409348
6,2021-02-01,5195233.606747586,5038218.641182135
6,2021-03-01,5054573.641204854,4957221.452182554
6,2021-04-01,5091574.702793711,5024694.585168242
6,2021-05-01,5170954.5940741375,4990588.174405801
6,2021-06-01,4870637.7346388,4891617.484530164
6,2021-07-01,4980251.615018404,5144699.524632454
6,2021-08-01,5049331.741390356,4800538.197370206
6,2021-09-01,4959734.805945704,5015831.079052132
6,2021-10-01,4913144.462298784,5033927.903446616
6,2021-11-01,5078886.939748668,5194978.521699032
6,2021-12-01,4922884.0304115955,5159167.211135458
6,2022-01-01,5016429.155662907,4875799.269576395
6,2022-02-01,4894332.206179524,5080497.788329173
6,2022-03-01,5095444.039470263,4930345.616205741
6,2022-04-01,5064073.406779413,4981179.749209933
6,2022-05-01,4938107.602220303,5102393.162844476
6,2022-06-01,4780114.5828018,4868760.3822267065
6,2022-07-01,5178899.021742178,5105023.17077891
6,2022-08-01,5018343.048568785,5108282.370680991
6,2022-09-01,4978494.781604041,4817932.646738566
6,2022-10-01,4843746.606315453,4969197.585894009
6,2022-11-01,4960433.201308706,5074176.069985581
6,2022-12-01,5015397.069860486,4888601.798763237
6,2023-01-01,5082023.704732767,4924230.951292544
6,2023-02-01,4838405.225937502,5102599.886917369
6,2023-03-01,4996390.749811504,5275998.22144565
6,2023-04-01,5058955.30939081,5152423.8204491455
6,2023-05-01,5052366.954577406,5009099.698517134
6,2023-06-01,4983932.783247399,4965201.839407835
6,2023-07-01,4968664.252293422,4840433.2722190805
6,2023-08-01,4967339.73512876,5025456.394100111
6,2023-09-01,4952599.350908171,4756400.289519405
6,2023-10-01,5038531.929614179,4981674.635809597
6,2023-11-01,4930888.077431508,5067282.91104812
6,2023-12-01,4845678.368842935,4945802.076382586
7,2020-01-01,5051392.080388678,5052610.94383595
7,2020-02-01,4986885.915634352,4981940.566043967
7,2020-03-01,4907169.711422842,4859724.9314486245
7,2020-04-01,4987615.785564422,5065221.745405668
7,2020-05-01,4943062.044693347,4945122.27568491
7,2020-06-01,4824055.566073652,5106084.642299139
7,2020-07-01,5025258.759798664,5085487.488334454
7,2020-08-01,5119506.522330583,5000442.63589149
7,2020-09-01,4995800.335354264,4852352.699115972
7,2020-10-01,5156589.7622760795,4858357.862962705
7,2020-11-01,5160166.588178045,5118795.7221250385
7,2020-12-01,4872586.124009533,4933055.29455747
7,2021-01-01,5007905.004043595,4951388.114584156
7,2021-02-01,5046967.159365217,4771346.361724919
7,2021-03-01,4868943.358964299,5072942.6677256785
7,2021-04-01,4910708.767354331,4973532.321325215
7,2021-05-01,4934574.890028956,5155324.557572496
7,2021-06-01,4903703.673069054,5124385.006927692
7,2021-07-01,4828263.951563951,5011252.669791333
7,2021-08-01,4978935.196779826,5060965.131296399
7,2021-09-01,5078835.8861200195,5031161.491792724
7,2021-10-01,4980430.849900727,5036659.731369211
7,2021-11-01,4801532.9937769845,5026389.464134093
7,2021-12-01,4940283.821910216,5188294.232806433
7,2022-01-01,4839614.518752747,5013561.002924224
7,2022-02-01,4961313.60712963,4990581.819025236
7,2022-03-01,4905706.152129033,4973122.543938059
7,2022-04-01,5003790.761118715,5050060.017691102
7,2022-05-01,5034492.326161499,4965751.345656128
7,2022-06-01,4980197.127028878,5070415.918510134
7,2022-07-01,4950226.091473687,4999757.836113161
7,2022-08-01,4924906.245935094,4930851.351166593
7,2022-09-01,5025523.442531389,4990266.883779829
7,2022-10-01,4900739.348105269,4916514.62005803
7,2022-11-01,4930720.758496063,4991333.567656221
7,2022-12-01,5000550.429136694,4928864.200356262
7,2023-01-01,5007722.975446653,5041507.351295314
7,2023-02-01,5050491.733718901,4921208.014431029
7,2023-03-01,5054453.886480235,5019714.345510391
7,2023-04-01,5090988.997293784,4945106.054668625
7,2023-05-01,5166763.889007366,4915677.567980428
7,2023-06-01,4954592.144161429,5070534.757917116
7,2023-07-01,5053769.186427693,5030094.15925288
7,2023-08-01,5291146.669202251,5047876.4181455085
7,2023-09-01,4959183.2490216065,5242334.907407047
7,2023-10-01,4864322.333937075,5006574.399922104
7,2023-11-01,5001016.968022235,4903953.238544119
7,2023-12-01,5005303.283483874,4936190.450264146
8,2020-01-01,4710942.648131976,5227716.80343391
8,2020-02-01,5160107.103842651,4984655.431787031
8,2020-03-01,5032024.546895126,4886880.425393908
8,2020-04-01,5088360.481848504,5113342.728688458
8,2020-05-01,4961556.676290796,5181379.552315499
8,2020-06-01,5151544.134583325,5098887.556178492
8,2020-07-01,4803778.097152078,4910569.605271581
8,2020-08-01,5005670.516336147,5056973.317827124
8,2020-09-01,4840854.956564203,5016306.414102647
8,2020-10-01,4909093.203959235,4856216.176194965
8,2020-11-01,4836448.975665458,5199721.8980000205
8,2020-12-01,4847850.512364386,4936658.638867136
8,2021-01-01,4956279.721803251,5108371.593883017
8,2021-02-01,4993934.834005132,5083385.337976551
8,2021-03-01,5097574.1958981585,4795184.932453577
8,2021-04-01,5108493.7235951675,5026697.351659065
8,2021-05-01,4950616.875754234,4980740.817343915
8,2021-06-01,4977855.628134621,5097421.004048279
8,2021-07-01,5023298.754989514,4963496.386579635
8,2021-08-01,4953181.15994927,5071204.389704373
8,2021-09-01,4862677.354503807,4900682.174533141
8,2021-10-01,4799231.7871248685,4994458.009006822
8,2021-11-01,4882712.260392621,5050583.916823362
8,2021-12-01,4946578.394151595,5063166.928787126
8,2022-01-01,4895853.597695991,4864912.022625527
8,2022-02-01,5119807.385019969,4990357.696550693
8,2022-03-01,5021291.666416913,4870911.812919222
8,2022-04-01,4961326.318301727,5031681.871561477
8,2022-05-01,4958458.416146248,4958108.966009913
8,2022-06-01,5043452.208940917,5180477.134744838
8,2022-07-01,4906027.423338736,5115674.6140096905
8,2022-08-01,4913996.029119979,5033840.060876312
8,2022-09-01,5102439.6672252165,4990549.047039671
8,2022-10-01,4952040.321218553,5293468.015949024
8,2022-11-01,5025349.894599852,4959217.797041379
8,2022-12-01,4988930.350769841,4854121.471181996
8,2023-01-01,5064536.359451175,4951677.9551925305
8,2023-02-01,5135700.884470436,5020415.881432787
8,2023-03-01,4970879.082912593,4985969.651112236
8,2023-04-01,4998577.030417011,5090377.156843323
8,2023-05-01,5044019.315199913,4969811.254603257
8,2023-06-01,4937117.830301207,4969720.34076332
8,2023-07-01,4959907.8537433855,5103689.233625693
8,2023-08-01,5012546.020750383,4861953.711017625
8,2023-09-01,5179342.362331923,5016402.555648455
8,2023-10-01,5170845.594074521,4930422.717787729
8,2023-11-01,4931906.503310424,4902882.563385759
8,2023-12-01,5073733.102532079,5070985.49975246
9,2020-01-01,5079215.8894668715,5016522.409751378
9,2020-02-01,4826954.081083136,5032598.504419692
9,2020-03-01,4996183.722656063,5028535.388046497
9,2020-04-01,4987567.180565545,5252495.345941535
9,2020-05-01,4917761.171083845,5083927.50093399
9,2020-06-01,4893314.953180334,5050773.308133942
9,2020-07-01,4892724.423706388,4906698.0250880895
9,2020-08-01,4908682.813335991,4846225.494086156
9,2020-09-01,4969772.886894738,4823972.5369334
9,2020-10-01,5006906.413583488,5038488.857030063
9,2020-11-01,5020559.797697303,5003738.6178843295
9,2020-12-01,5028900.499038873,5261697.620681944
9,2021-01-01,5106186.638559924,5065294.638143181
9,2021-02-01,5133151.489785635,4879067.273852801
9,2021-03-01,5035833.218809213,5036335.142353646
9,2021-04-01,5004461.715737452,4854403.036418041
9,2021-05-01,5047005.242905312,5135057.986210464
9,2021-06-01,5039795.098814786,4967970.09083405
9,2021-07-01,5206594.548636345,4923452.961948914
9,2021-08-01,4967856.889316608,4964776.126836922
9,2021-09-01,5162739.562158364,5092145.759833593
9,2021-10-01,5017078.468471462,5008049.258507089
9,2021-11-01,5058394.3955203155,5101681.398313358
9,2021-12-01,4829276.085633535,4913906.028869921
9,2022-01-01,4898832.479311185,5004898.162685224
9,2022-02-01,4862265.912776398,4918803.67937838
9,2022-03-01,5071942.81539447,5027139.41668973
9,2022-04-01,4821134.447795219,5043160.352404233
9,2022-05-01,5020422.109735247,5015854.739967835
9,2022-06-01,4943700.346220243,5030858.9070240585
9,2022-07-01,5016193.339225809,5110656.421465146
9,2022-08-01,4947711.472984103,4977491.180566744
9,2022-09-01,5139926.689040399,5106181.417872558
9,2022-10-01,4975945.934964473,4908036.143478132
9,2022-11-01,5157210.516302981,5026016.722966373
9,2022-12-01,5055491.609279361,4926214.502428416
9,2023-01-01,4913790.7252966575,5036600.556635041
9,2023-02-01,4857386.191423232,5161080.562007315
9,2023-03-01,5161123.590259014,4984552.963014123
9,2023-04-01,5001308.989180472,5007869.42213131
9,2023-05-01,4913378.430713318,4886575.572532574
9,2023-06-01,5128042.982959112,5056164.120983484
9,2023-07-01,5137297.60789218,4992035.464766753
9,2023-08-01,5110462.849816727,5229116.886012108
9,2023-09-01,4921327.827107694,5149276.834616142
9,2023-10-01,5037023.870749494,5117626.653734815
9,2023-11-01,5141816.069745955,4942076.225473803
9,2023-12-01,4978675.3766508605,4821543.334394922
10,2020-01-01,5029379.297848105,4848025.209434941
10,2020-02-01,5070469.1491003465,5018080.574676557
10,2020-03-01,4957281.673466706,4996469.485933105
10,2020-04-01,5111112.881113298,4978545.891725547
10,2020-05-01,5014925.289798245,4737818.800808358
10,2020-06-01,4819766.267979793,5192985.7212842405
10,2020-07-01,4841483.239233924,4974107.3526618425
10,2020-08-01,5005875.910617466,5036343.528274222
10,2020-09-01,4812310.365991806,4995498.150935386
10,2020-10-01,5026287.673730161,5065832.417878912
10,2020-11-01,4980426.632472128,4973414.353566541
10,2020-12-01,4861767.521393732,5026239.6573627535
10,2021-01-01,4837407.665892691,5064929.603354644
10,2021-02-01,5124282.174851883,4862869.249243338
10,2021-03-01,5009649.91793164,5025650.099791328
10,2021-04-01,5059445.29805879,5011002.558724866
10,2021-05-01,4875411.571984179,5101379.6292854445
10,2021-06-01,4905864.567471348,5099476.580381094
10,2021-07-01,5047653.821200398,4791162.818374128
10,2021-08-01,5023088.145154714,4962774.213096775
10,2021-09-01,5091589.496109008,4855329.222132433
10,2021-10-01,5069753.313749792,5003914.14561443
10,2021-11-01,4956598.352747676,5109056.143505331
10,2021-12-01,4925952.138969927,4894592.611464208
10,2022-01-01,4967532.560600368,5102040.5527421385
10,2022-02-01,4964025.676451781,5261105.005459368
10,2022-03-01,5026502.671905805,5143087.817864344
10,2022-04-01,4865540.7995802,4992595.187886634
10,2022-05-01,5046160.109709257,5072794.3859664025
10,2022-06-01,4985699.294695016,4969733.608207604
10,2022-07-01,5028030.530797013,5016065.943732338
10,2022-08-01,4965474.480164953,4937716.082911084
10,2022-09-01,5113053.647771377,5131579.353113277
10,2022-10-01,5058427.591963123,5060403.546371256
10,2022-11-01,5042164.417360882,5003658.743548012
10,2022-12-01,5058398.802521761,5084407.8280176055
10,2023-01-01,5086553.3850769345,5007880.4898868045
10,2023-02-01,5061785.541228681,4928541.124410985
10,2023-03-01,4956574.470627238,5072573.970844882
10,2023-04-01,5078108.469286307,5088371.950975748
10,2023-05-01,4833325.959336512,5086070.1721148435
10,2023-06-01,4897922.393760273,4929477.665185897
10,2023-07-01,4956534.173331822,5184256.599091893
10,2023-08-01,4973550.254468114,4950862.684058294
10,2023-09-01,5035669.298635826,4921118.047005436
10,2023-10-01,4914445.522407483,5005111.095958517
10,2023-11-01,4910224.246665924,4994751.420357496
10,2023-12-01,4875751.978617534,4995320.007325994
11,2020-01-01,5013148.384711819,5122803.497626303
11,2020-02-01,5089714.299285823,4878830.907467576
11,2020-03-01,5007570.380402762,4933228.332405103
11,2020-04-01,4940929.580726695,4966934.227755072
11,2020-05-01,5051388.4016032005,4916465.122787347
11,2020-06-01,5017937.598860212,4914759.041238869
11,2020-07-01,5014865.165907049,4983708.953283122
11,2020-08-01,5005488.434434447,5103987.66434031
11,2020-09-01,5070463.283349232,5073981.515102928
11,2020-10-01,5106638.507763594,5128029.174256627
11,2020-11-01,4987777.434251704,5048807.920158824
11,2020-12-01,5046200.663959947,4934616.1552043045
11,2021-01-01,4826124.890417339,5056636.417062842
11,2021-02-01,5002217.998530392,5100414.992509656
11,2021-03-01,4979055.659916907,4877552.788094532
11,2021-04-01,5163686.5090258075,5158794.155922895
11,2021-05-01,5129133.993046536,5067274.094220818
11,2021-06-01,5025016.067480175,5027857.482911765
11,2021-07-01,4949055.214385179,4983956.56783014
11,2021-08-01,5019213.443808571,5108907.572525908
11,2021-09-01,4924242.799008807,5008408.862540281
11,2021-10-01,4876991.957489773,4975725.67743568
11,2021-11-01,4892531.538016374,5035743.645019252
11,2021-12-01,4977564.984695807,4935425.940890735
11,2022-01-01,5005521.362159974,5041058.09821292
11,2022-02-01,4898781.842028393,5214268.368028797
11,2022-03-01,5056034.527598716,5101493.843058733
11,2022-04-01,4925062.585115324,5038341.324868976
11,2022-05-01,4961822.57896173,4943774.087441988
11,2022-06-01,5005146.11762399,5035531.44079299
11,2022-07-01,4981752.278680447,5094963.235832325
11,2022-08-01,5065694.901804049,5008762.668303371
11,2022-09-01,4957002.959038759,5100499.61554298
11,2022-10-01,5249938.437925536,5054950.397977569
11,2022-11-01,4970188.818869447,4834141.156115308
11,2022-12-01,4897145.3130165115,5259043.140741309
11,2023-01-01,4906403.2057201145,5169752.553545519
11,2023-02-01,5060593.581709755,5228192.620089278
11,2023-03-01,4877986.308377576,5165515.4588640835
11,2023-04-01,5047626.501878144,4965010.850386545
11,2023-05-01,5139112.8785262965,4923827.401585641
11,2023-06-01,4752267.121951558,4940277.762465817
11,2023-07-01,5055449.033902562,5054134.062034419
11,2023-08-01,5053530.503082097,5050485.342430435
11,2023-09-01,4894532.726162829,5013176.175440797
11,2023-10-01,5045187.178738275,5109548.842739646
11,2023-11-01,4999512.163524776,4860533.739837081
11,2023-12-01,4819896.782864742,4897598.143187486
12,2020-01-01,5022032.449853946,5039363.903331696
12,2020-02-01,4924530.201203349,5072340.157106702
12,2020-03-01,4967838.885383796,5032121.271582135
12,2020-04-01,4742632.030795192,5206891.442861329
12,2020-05-01,4879248.274566928,5182448.530272573
12,2020-06-01,5105188.568294883,4914952.907213249
12,2020-07-01,5055505.233196415,5123585.100803128
12,2020-08-01,4936822.019754799,5040184.32006232
12,2020-09-01,4883763.392251088,4878767.582762388
12,2020-10-01,4988327.019994344,5023959.252576492
12,2020-11-01,5120132.813542719,4935499.358879596
12,2020-12-01,5157466.2064798465,5064580.43790089
12,2021-01-01,5075543.156210067,5070324.599115689
12,2021-02-01,4729566.357394883,4916074.8913547
12,2021-03-01,5002542.33626654,5162060.7238693675
12,2021-04-01,5030366.713321864,4987863.817381645
12,2021-05-01,5064032.920025591,5128166.17058212
12,2021-06-01,5032435.452094935,5027103.521899986
12,2021-07-01,5069428.033163274,5072737.538432314
12,2021-08-01,4928406.688004541,4989210.400557167
12,2021-09-01,5034480.2284672465,4914222.4634097945
12,2021-10-01,5045221.631865458,4852489.289405458
12,2021-11-01,5020087.985444558,5098092.187645095
12,2021-12-01,5003461.811874605,5019929.317954961
12,2022-01-01,4987518.835178311,5057211.427161258
