Customer_ID,Credit Score,Risk Category,Limit Amount,Probability of Default,On Time,DPD 30,DPD 60,DPD 90,Net Cash-flow,Credit Utilization,Debt to Income,Loan to Value,Education Level,City,Age,Marital Status,Business
54,81,Low,40142075,0.10478450191670563,0.6,0.2,0.1,0.1,47944222.669115126,0.2798396099485971,0.3753511793237539,1.268178390880517,Intermediate/A-level,Multan,37,Single,Food manufacturing
55,56,Medium,8345567,0.4148570629028189,0.4,0.3,0.2,0.1,7944191.185905893,0.5332641528117633,0.5175709849892509,0.5090944657682321,Matric/O-level,Islamabad,36,Married,Cotton
56,100,Low,12879075,0.023617396347412223,0.6,0.2,0.1,0.1,28352809.93649488,0.4451029893409417,0.304986587985047,4.796969514419445,Intermediate/A-level,Lahore,40,Widowed,Casting of Iron & Steel
57,76,Low,35336877,0.332448179934429,0.6,0.2,0.1,0.1,37011370.52158713,0.47013606032282285,0.3628979758754396,1.7649283057124907,Bachelors,Karachi,42,Married,Cotton
58,11,High,812549,0.8971571395665288,0.2,0.2,0.3,0.3,927757.3091763745,0.9926998602108135,0.6064750227016291,0.8561716181073995,Intermediate/A-level,Islamabad,38,Single,Food and Beverages
59,70,Medium,8274277,0.6359363826237561,0.4,0.3,0.2,0.1,9574751.25744358,0.523188510670935,0.5614062347455171,0.6856492345642546,Intermediate/A-level,Karachi,45,Single,Food manufacturing
60,78,Low,35058351,0.021754411529963824,0.6,0.2,0.1,0.1,40790293.63044189,0.36954026553881786,0.3166063255127022,0.7088407670824468,Intermediate/A-level,Islamabad,40,Single,Cotton
61,100,Low,47075028,0.23978436958467386,0.6,0.2,0.1,0.1,39519939.93127012,0.4616697232216717,0.39559982499281177,4.751560561682427,Masters or Higher,Multan,37,Married,Chemicals & Fertilizers
62,20,High,579760,0.8601777856679945,0.2,0.2,0.3,0.3,700865.2179184142,0.7511394029762686,0.6097371272574889,0.7790868487356225,Bachelors,Islamabad,40,Married,Cotton
63,83,Low,48215661,0.06417096354226892,0.6,0.2,0.1,0.1,45643577.01732532,0.4770921731886379,0.38338633699441654,4.723438222524479,Masters or Higher,Lahore,38,Widowed,Chemicals & Fertilizers
64,59,Medium,9315127,0.5541892644518954,0.4,0.3,0.2,0.1,6260606.669106251,0.49228715632459547,0.589624971293339,0.5799624297944521,Matric/O-level,Lahore,43,Widowed,Vegetable Oil and Ghee Mills
65,86,Low,47348119,0.19301595106743163,0.6,0.2,0.1,0.1,23314061.366003886,0.45721670628403743,0.2919240706844374,1.0640630274072962,Masters or Higher,Lahore,41,Single,Food manufacturing
66,93,Low,16622487,0.22250590026494688,0.6,0.2,0.1,0.1,40836441.75057563,0.48352969896701314,0.3407042683806055,3.2733028525602474,Bachelors,Islamabad,37,Single,Cotton
67,88,Low,44876338,0.2400225759992507,0.6,0.2,0.1,0.1,42809080.505324766,0.4092942982502884,0.2576519982373572,1.7961629275307927,Bachelors,Faisalabad,39,Single,Cotton
68,12,High,928001,0.7515013777637047,0.2,0.2,0.3,0.3,991429.6379351194,0.8826798484216659,0.8971277142645562,0.9675762693306564,Bachelors,Lahore,45,Married,Food manufacturing
69,95,Low,28972554,0.31960928262306165,0.6,0.2,0.1,0.1,29966773.573420454,0.2829814566961879,0.30803372751960273,1.3974043315865727,Matric/O-level,Multan,35,Married,Cotton
70,40,High,794273,0.7640151021792925,0.2,0.2,0.3,0.3,774214.0031860864,0.941077124655833,0.7244369696849595,0.8025777160232033,Bachelors,Lahore,49,Married,Casting of Iron & Steel
71,61,Medium,9619272,0.6395184216251978,0.4,0.3,0.2,0.1,6459862.769043208,0.4990638257577102,0.5390413976123863,0.6992365848817359,Bachelors,Lahore,49,Widowed,Chemicals & Fertilizers
72,93,Low,34120887,0.13355806830063144,0.6,0.2,0.1,0.1,22208804.428693898,0.47729035620980087,0.2580853112097191,2.8767969655426078,Bachelors,Faisalabad,39,Single,Food and Beverages
73,64,Medium,7440524,0.5247033122524649,0.4,0.3,0.2,0.1,7729292.638342695,0.469901178601545,0.5725064676733184,0.7105662501650089,Bachelors,Lahore,37,Single,Casting of Iron & Steel
74,76,Low,41993133,0.17776169913770146,0.6,0.2,0.1,0.1,32703540.386375725,0.41081132425745737,0.25954527969773017,2.9971423004900695,Bachelors,Lahore,33,Married,Casting of Iron & Steel
75,11,High,652927,0.9760063263456917,0.2,0.2,0.3,0.3,960736.3243846069,0.7488020474068826,0.7884151008698566,0.9982094654625663,Bachelors,Karachi,41,Married,Casting of Iron & Steel
76,58,Medium,7387332,0.41408239058160146,0.4,0.3,0.2,0.1,6008290.457391795,0.41390677469262666,0.5014527353155183,0.6160963598141671,Intermediate/A-level,Multan,39,Married,Vegetable Oil and Ghee Mills
77,93,Low,24393365,0.12995147543099328,0.6,0.2,0.1,0.1,33831264.50293374,0.35374375340759123,0.3318945016786021,3.365548588786914,Intermediate/A-level,Islamabad,46,Single,Food manufacturing
78,22,High,986414,0.9792482304182201,0.2,0.2,0.3,0.3,627580.1589869106,0.7754762008345226,0.8230750771184581,0.9242660977183672,Bachelors,Karachi,34,Single,Cotton
79,36,High,746890,0.8280915872717066,0.2,0.2,0.3,0.3,873008.130999529,0.7564429378554317,0.8553994191890217,0.7865238252023017,Bachelors,Faisalabad,36,Widowed,Vegetable Oil and Ghee Mills
80,45,Medium,8587178,0.48157147050939597,0.4,0.3,0.2,0.1,8695728.776315285,0.5557930955702832,0.5622792262917282,0.5176624679468292,Bachelors,Lahore,37,Single,Casting of Iron & Steel
81,75,Low,26769732,0.3078467360256789,0.6,0.2,0.1,0.1,10603581.535310961,0.4522787739488224,0.2763054332449988,0.7864122504675732,Bachelors,Lahore,43,Widowed,Mining & Minerals
82,65,Medium,9096859,0.49022923095359816,0.4,0.3,0.2,0.1,7430860.092722932,0.6907851180515145,0.5054228508922322,0.7291141315987122,Matric/O-level,Karachi,46,Single,Vegetable Oil and Ghee Mills
83,86,Low,35026521,0.1621536240321949,0.6,0.2,0.1,0.1,15218363.210908912,0.26780413709409084,0.2602366840402459,3.2112686381853135,Bachelors,Lahore,38,Married,Casting of Iron & Steel
84,24,High,565351,0.9605264557396214,0.2,0.2,0.3,0.3,551872.3279885957,0.7205985289300519,0.6539309333333091,0.7604219091154767,Bachelors,Karachi,42,Widowed,Crude Oil Refining
85,45,Medium,5731038,0.6620395969780024,0.4,0.3,0.2,0.1,6868627.536914019,0.5390352965762247,0.5092950777633367,0.5747584328691824,Intermediate/A-level,Lahore,40,Single,Food manufacturing
86,78,Low,31143830,0.13970059491301223,0.6,0.2,0.1,0.1,29839034.621229507,0.4719991477581695,0.31428712312938656,0.2728152608764801,Intermediate/A-level,Multan,36,Widowed,Vegetable Oil and Ghee Mills
87,45,High,792596,0.9964653558861338,0.2,0.2,0.3,0.3,691209.0605813613,0.8400663899415187,0.7692366715812265,0.9135272787900761,Bachelors,Islamabad,43,Widowed,Cotton
88,93,Low,13652391,0.2992286499393867,0.6,0.2,0.1,0.1,12784701.079692801,0.46691769872223754,0.26628045237114256,1.254007204414573,Intermediate/A-level,Lahore,49,Widowed,Food and Beverages
89,63,Medium,5686214,0.5742020208822157,0.4,0.3,0.2,0.1,5168157.061933919,0.6605486503223623,0.5789836021299308,0.6065905106528702,Masters or Higher,Karachi,41,Widowed,Cotton
90,47,Medium,6045137,0.48007877147779365,0.4,0.3,0.2,0.1,9540051.368050113,0.4669423634425544,0.5050373266879892,0.6872493059831264,Bachelors,Lahore,43,Widowed,Cotton
91,28,High,768468,0.7996171310119957,0.2,0.2,0.3,0.3,674437.6373708055,0.7762585686078798,0.6247873469160223,0.7774563676657866,Bachelors,Islamabad,30,Married,Crude Oil Refining
92,70,Medium,8081007,0.5808130648202237,0.4,0.3,0.2,0.1,7255220.169520322,0.5639694312540228,0.5854918208887833,0.6135753452382028,Intermediate/A-level,Multan,37,Married,Vegetable Oil and Ghee Mills
93,17,High,590598,0.7520874614033115,0.2,0.2,0.3,0.3,589408.7242347272,0.8416021029484644,0.6667486751158915,0.9925551221932786,Intermediate/A-level,Lahore,36,Single,Vegetable Oil and Ghee Mills
94,92,Low,27581055,0.308328254586708,0.6,0.2,0.1,0.1,27001993.32785537,0.4277910982606745,0.3481264883973071,2.1454385970753576,Bachelors,Lahore,32,Married,Cotton
95,55,Medium,9676465,0.5992922083468598,0.4,0.3,0.2,0.1,6549459.311480473,0.5656873683983983,0.5230199125657932,0.6416305181576003,Intermediate/A-level,Islamabad,29,Widowed,Casting of Iron & Steel
96,79,Low,31344367,0.06024322213731337,0.6,0.2,0.1,0.1,28893973.34319752,0.3172152041352462,0.3975986260840304,1.133266115803716,Masters or Higher,Karachi,32,Married,Crude Oil Refining
97,1,High,519892,0.8642266957033491,0.2,0.2,0.3,0.3,542422.4235804348,0.8843481462548457,0.7072134283789904,0.9930919535584234,Bachelors,Islamabad,30,Single,Cotton
98,90,Low,49785541,0.3962693333263769,0.6,0.2,0.1,0.1,38531007.610706665,0.48383991221071776,0.25297977704899005,2.803468970274212,Bachelors,Lahore,33,Married,Food manufacturing
99,99,Low,39973126,0.15417769416139326,0.6,0.2,0.1,0.1,25831529.005409695,0.4878618394531912,0.3113392672619113,1.7097060639718902,Bachelors,Karachi,44,Widowed,Mining & Minerals
100,90,Low,35381940,0.37827442457538385,0.6,0.2,0.1,0.1,44101845.33336833,0.49641834806830576,0.3485061165560637,2.0325760362352945,Intermediate/A-level,Karachi,45,Single,Food manufacturing
101,67,Medium,5733370,0.43372051527884214,0.4,0.3,0.2,0.1,5744519.975099263,0.47441825720351705,0.5454455482972485,0.5187198181475201,Bachelors,Multan,36,Single,Casting of Iron & Steel
102,50,Medium,6583194,0.43277724191611067,0.4,0.3,0.2,0.1,9138777.394895634,0.6969365160829976,0.526125045977621,0.6704290837009717,Intermediate/A-level,Lahore,40,Single,Food manufacturing
103,37,High,620575,0.9018949204746263,0.2,0.2,0.3,0.3,728567.577879612,0.9539979659491468,0.8636265598192774,0.9756526249209498,Intermediate/A-level,Multan,45,Married,Crude Oil Refining
104,70,Medium,9386730,0.6916241463814133,0.4,0.3,0.2,0.1,9002406.41029096,0.6619880543862817,0.5165232553575971,0.7212349224820488,Bachelors,Karachi,36,Widowed,Casting of Iron & Steel
105,40,High,819268,0.7134901790961324,0.2,0.2,0.3,0.3,928463.755724459,0.7730662756097699,0.8346772998035568,0.7627167371058805,Bachelors,Karachi,40,Single,Crude Oil Refining
106,34,High,558258,0.7727724721723903,0.2,0.2,0.3,0.3,684166.1346952973,0.8082210514606634,0.6074163811849914,0.9858427294694296,Matric/O-level,Lahore,43,Single,Chemicals & Fertilizers
107,93,Low,36530371,0.2533129400052454,0.6,0.2,0.1,0.1,28466695.906797837,0.4960410212276003,0.2632819422527621,3.472144842610785,Bachelors,Karachi,38,Single,Food manufacturing
108,70,Medium,7183458,0.4200210316932562,0.4,0.3,0.2,0.1,9542723.824363746,0.6977193587280692,0.5251435617368316,0.7451443183353641,Intermediate/A-level,Lahore,48,Single,Chemicals & Fertilizers
109,5,High,823044,0.9301344740208604,0.2,0.2,0.3,0.3,628618.5527264435,0.9857499838265225,0.7191236232891712,0.8029100960845945,Intermediate/A-level,Islamabad,38,Widowed,Vegetable Oil and Ghee Mills
110,75,Medium,9090556,0.5253438864032156,0.4,0.3,0.2,0.1,5317514.506667329,0.6138196551914388,0.5479429184276441,0.6231554289905243,Intermediate/A-level,Multan,52,Widowed,Vegetable Oil and Ghee Mills
111,81,Low,43807594,0.02796387036797432,0.6,0.2,0.1,0.1,10193899.549287893,0.4911455693902025,0.3002216065217014,0.5366169069401574,Bachelors,Lahore,37,Married,Cotton
112,86,Low,39052243,0.08153346107196646,0.6,0.2,0.1,0.1,30606933.21151341,0.3866831490601171,0.25270285654550717,1.4687949194291154,Matric/O-level,Karachi,42,Married,Casting of Iron & Steel
113,1,High,541088,0.8654432758314421,0.2,0.2,0.3,0.3,712376.7589511763,0.7207085172836312,0.8117529277458736,0.963005221880015,Bachelors,Karachi,42,Single,Mining & Minerals
114,81,Low,43117412,0.10242627908290636,0.6,0.2,0.1,0.1,46171877.08191498,0.2648266268130538,0.2501020649248367,2.34746217288443,Bachelors,Lahore,37,Widowed,Cotton
115,49,Medium,9187694,0.5818482254825131,0.4,0.3,0.2,0.1,5697489.933406516,0.5102354470080712,0.5014748590937664,0.6450854396695787,Masters or Higher,Faisalabad,37,Married,Cotton
116,58,Medium,7274020,0.6428592655645141,0.4,0.3,0.2,0.1,7806371.781229088,0.5525663420411367,0.5891957596260161,0.6081764958832785,Bachelors,Islamabad,43,Single,Mining & Minerals
117,94,Low,22628067,0.32173661934570974,0.6,0.2,0.1,0.1,40446850.011177585,0.309458122775561,0.2542873226139764,2.922301929416115,Intermediate/A-level,Karachi,33,Widowed,Cotton
118,87,Low,34542695,0.1126151400002523,0.6,0.2,0.1,0.1,43691983.52369512,0.3917954059482709,0.2991780147683088,0.6717958290988691,Matric/O-level,Multan,46,Widowed,Casting of Iron & Steel
119,70,Medium,7666505,0.5831970280376789,0.4,0.3,0.2,0.1,7992244.019044623,0.49425972513581823,0.5580751032912761,0.6163324138623554,Masters or Higher,Lahore,45,Widowed,Mining & Minerals
120,60,Medium,8669610,0.43028936881442315,0.4,0.3,0.2,0.1,6591585.54459294,0.6744338097289355,0.5304484330482302,0.515316199892712,Masters or Higher,Karachi,31,Widowed,Cotton
121,78,Low,15248583,0.3320320379710656,0.6,0.2,0.1,0.1,34233145.13415562,0.4954334411490493,0.36218265077075484,1.0068094375000742,Intermediate/A-level,Lahore,38,Single,Cotton
122,87,Low,26123953,0.2592856400779665,0.6,0.2,0.1,0.1,36792419.4888545,0.3786213536476993,0.33072197148804894,2.168684505178806,Masters or Higher,Lahore,46,Single,Vegetable Oil and Ghee Mills
123,42,High,901250,0.8532009296394762,0.2,0.2,0.3,0.3,961017.7366266784,0.7605627308111695,0.8382129879193333,0.8625692011530726,Bachelors,Karachi,36,Widowed,Mining & Minerals
124,98,Low,15693433,0.1666963661533456,0.6,0.2,0.1,0.1,24268760.031286217,0.4340449501148256,0.3785010876381103,2.0552629342971502,Intermediate/A-level,Multan,40,Widowed,Food manufacturing
125,16,High,735194,0.9759397976332985,0.2,0.2,0.3,0.3,762380.316313778,0.9538779198252125,0.8518342279278284,0.911307007295334,Bachelors,Karachi,37,Married,Food manufacturing
126,76,Low,27029679,0.2646824421922831,0.6,0.2,0.1,0.1,34670233.368069254,0.3938091600088931,0.36306794794541497,0.7883106755113787,Masters or Higher,Lahore,44,Married,Food and Beverages
127,45,Medium,7404208,0.5107970934929364,0.4,0.3,0.2,0.1,6477121.421315649,0.6512597840775921,0.527751360347837,0.6404264345881862,Bachelors,Islamabad,36,Single,Casting of Iron & Steel
128,7,High,520901,0.8354663307364835,0.2,0.2,0.3,0.3,796631.4186153909,0.7813951275698906,0.8210091568808626,0.7958571207660206,Bachelors,Multan,34,Married,Mining & Minerals
129,59,Medium,9105944,0.48874499123370485,0.4,0.3,0.2,0.1,7616807.353347141,0.5466988137272187,0.5190488538579437,0.6633741700157272,Matric/O-level,Islamabad,36,Married,Casting of Iron & Steel
130,100,Low,35251516,0.2570612707924228,0.6,0.2,0.1,0.1,36634617.522575945,0.35251035217450843,0.3929504582209302,3.650151568446063,Matric/O-level,Islamabad,40,Married,Casting of Iron & Steel
131,57,Medium,8729390,0.49548198282704936,0.4,0.3,0.2,0.1,9675828.199646909,0.5719651198185433,0.5735219750109174,0.6339398749191492,Bachelors,Multan,39,Single,Cotton
132,86,Low,13060462,0.0035684716413885154,0.6,0.2,0.1,0.1,26368074.79535111,0.3888907632242743,0.27702727856446807,3.1199254896463007,Intermediate/A-level,Karachi,39,Single,Mining & Minerals
133,26,High,578324,0.7014494329159585,0.2,0.2,0.3,0.3,824215.2174137698,0.9877284334962063,0.6842268905591392,0.8075721041359928,Bachelors,Karachi,43,Single,Casting of Iron & Steel
134,5,High,558048,0.7131256179084622,0.2,0.2,0.3,0.3,500366.1077527568,0.7470687084440363,0.7657713291311692,0.8286024700834823,Bachelors,Islamabad,45,Single,Food manufacturing
135,50,Medium,6174326,0.5289661111316634,0.4,0.3,0.2,0.1,5782501.086589639,0.42254036730929145,0.5563017055973928,0.6705275394935462,Masters or Higher,Islamabad,34,Widowed,Food manufacturing
136,33,High,762749,0.9490249121033537,0.2,0.2,0.3,0.3,824451.1168412876,0.8012139879280582,0.8414294775436297,0.9146379658581509,Masters or Higher,Lahore,45,Single,Cotton
137,53,Medium,8846807,0.6220764299023706,0.4,0.3,0.2,0.1,5987977.096853231,0.5329183095178047,0.5168928856963872,0.6540791828763988,Matric/O-level,Lahore,36,Widowed,Mining & Minerals
138,94,Low,41027321,0.1180521780028041,0.6,0.2,0.1,0.1,22688530.517044522,0.3831605362281194,0.3488873050604615,2.440591903493123,Masters or Higher,Multan,36,Single,Vegetable Oil and Ghee Mills
139,93,Low,41932242,0.3156005841521252,0.6,0.2,0.1,0.1,33043488.988575526,0.28182793032532044,0.31587761334335196,3.7103567658603236,Bachelors,Karachi,39,Married,Cotton
